Experience,Performance_Rating,Leadership_Score,Skill_Match,Promotions,Salary
16.883917525773196,2.0,7.187765245261798,0.5200244589218617,1.0,98786.65520214416
18.0,2.0,3.1381925096480368,8.553394885648304,2.0,99237.5738320229
30.0,5.0,1.6872056023887885,6.606765956039721,4.0,134168.36300035732
16.0,4.0,6.214187172219956,1.7552011200263062,0.0,97945.3546951447
8.0,1.0,6.770863921820848,6.823807348376275,0.0,83418.44730741034
32.0,3.0,5.67970690867908,5.117595601375713,2.0,159459.20053289417
33.0,3.0,2.131795464910464,3.590412465342016,0.0,144788.40273076936
23.0,2.0,2.766733203554557,2.479581591658644,0.0,91191.58776123876
8.0,5.0,7.084862714593395,4.6415438724473255,3.0,101861.94128799836
6.0,2.0,9.626223640372192,2.391326451892095,0.0,65444.22519073047
15.0,5.0,9.448356015558844,0.8284708396413343,2.0295876288659795,97848.30445790474
18.0,4.0,5.196581464172928,8.461200584199876,0.0,95191.37322280229
5.0,1.0,8.865594747654683,5.9283698185619285,3.0,75830.05443803726
10.0,2.0,0.2945120030533321,3.6366965838833054,2.0295876288659795,61639.14869147584
11.0,1.0,8.611521215976751,4.466799806327549,4.0,88405.37234730068
12.0,4.0,4.761508234347266,8.648273676096885,1.0,100731.83666452582
11.0,3.0,7.8152733490831805,3.1984350550585794,3.0,116613.21220986484
20.0,2.0,0.0558290958743179,3.80173047455005,4.0,89271.91851581783
9.0,3.0,8.685607843690038,7.66080410781727,1.0,78785.78641278742
19.0,1.0,5.949796223808745,2.005226109132312,1.0,86998.59535978305
27.0,1.0,2.4023039825221595,6.592625523366125,4.0,129672.84698546027
23.0,3.0,3.4748305443550045,4.343238054592893,2.0,113900.16986224266
4.0,4.0,2.0066608693123165,5.001585655968087,2.0,64080.25001026466
11.0,1.0,4.244057578458832,7.868801556208002,3.0,115601.89795414572
34.0,5.0,3.300060312805233,9.931323563149354,2.0,153679.78797195037
1.0,1.0,5.345031770520113,8.315119240194704,3.0,67737.98864042418
8.0,1.0,8.147844418929276,1.6054396636260415,4.0,76758.09273003934
21.0,5.0,9.822752651809637,2.2455183524038844,2.0,110599.87564148648
4.0,1.0,2.5145764072717203,4.099304771390832,2.0,59898.60401398319
11.0,4.0,1.065082626928222,7.192265199010263,0.0,111457.838020475
0.0,5.0,5.01570315036303,5.093711653202315,0.0,52417.45389042076
21.0,1.0,1.4355427615104754,9.018006752554877,1.0,96686.76793002468
18.0,5.0,8.342402020843542,0.4867548037278346,0.0,121989.6254291755
15.0,1.0,5.011248795363638,2.5851697881299742,4.0,87956.90786585206
30.0,1.0,6.199623824086472,2.192715924308173,3.0,108504.9243469168
2.0,2.0,1.5061255427639375,7.441709475093803,3.0,71200.84405137948
22.0,1.0,7.496088158365666,5.013634936145981,0.0,113157.6501266282
17.0,2.0,9.735818119349604,0.1501304070266573,0.0,77476.47297872319
25.0,1.0,4.82385251492264,7.734367524288333,3.0,113334.52963245602
12.0,4.0,9.624573047906434,3.618031561026717,1.0,114450.31588994348
17.0,3.0,0.3471609384135998,2.6046035846228124,2.0,83846.1880370068
2.0,2.0,0.3572271381435543,1.8271768207975303,1.0,45134.9899380776
22.0,3.0,9.600129107593917,9.46012186725569,4.0,153811.03869939872
2.0,3.0,7.002655974310279,9.420380276394676,4.0,92863.86678260037
24.0,4.0,1.886897270240048,0.7655288818171668,2.0,97918.20184641729
16.883917525773196,4.0,3.638747990925693,2.3276735965292006,2.0,138331.01412552616
26.0,4.0,5.077530679281727,6.461193220828464,1.0,147003.18600714256
24.0,3.0,7.026377355687446,6.704246583783142,3.0,132245.38951863165
23.0,1.0,8.420265601752295,4.1767174384431405,2.0,138353.01778444136
7.0,5.0,0.8265640471319469,5.685098578122143,1.0,84999.3809540344
8.0,4.0,6.5657412348891375,7.02630583209661,1.0,107057.2471969994
29.0,2.0,4.767114136379429,9.50509204068366,3.0,138969.06511583886
18.0,1.0,5.976222754430279,7.251094012667809,1.0,92588.5680385099
15.0,4.0,5.085316066113022,1.102706309558844,4.0,112734.42360369537
23.0,4.0,4.506930505094552,7.178466141728084,3.0,113232.7118380748
20.0,4.0,2.0551279617971616,0.6772632853914085,0.0,81613.03740303162
5.0,5.0,4.723359123589791,5.025072370077391,1.0,74089.31442335177
4.0,1.0,1.896551380417696,5.013634936145981,2.0,56393.81498278089
13.0,4.0,0.4461148702771611,7.782647057060723,2.0,122137.705519185
3.0,1.0,3.7382449094802217,0.1155864940523299,3.0,73500.24593554705
7.0,1.0,0.2495573874950407,8.74752067100269,2.0,96309.82001612602
23.0,3.0,5.625449630219997,6.6388472970803,2.0,136418.88841402385
10.0,1.0,0.723924533401773,0.3119084998218779,0.0,65498.06712932813
16.0,5.0,4.375536422868795,1.6003027594277963,2.0,107095.93052272368
20.0,5.0,9.801428373752277,0.3951752997685254,3.0,107540.44542016416
25.0,5.0,0.0988152061893798,7.659396004514059,3.0,131411.74974430408
26.0,5.0,3.668545676562984,1.709050924086637,4.0,143512.1925101523
15.0,4.0,6.7326285596090045,0.4559998366652229,1.0,88805.02784107091
25.0,1.0,1.5891690461990593,1.3798773182496038,1.0,83390.73953952281
32.0,3.0,5.607336415701184,5.595570039209465,1.0,126399.1384150628
30.0,4.0,2.5819035861562267,4.954865252659869,3.0,117065.93950758068
5.0,2.0,2.2276869158422574,2.4625735299092035,2.0,56766.21581144342
7.0,4.0,8.949835507459516,9.429352807341292,1.0,85653.87992976511
33.0,4.0,5.01570315036303,3.144609396218975,2.0,120095.09662035372
13.0,4.0,1.6959750487455716,4.745719319715579,4.0,104346.93363507884
15.0,3.0,2.838877397537175,5.1682319227519695,1.0,84591.10619768033
8.0,5.0,2.931066801223766,7.561757749144309,3.0,84963.38543983102
9.0,1.0,3.267730237570665,4.279465548407941,3.0,71501.7915982217
16.0,5.0,6.410669368267251,5.464707653246482,4.0,104983.0376594095
11.0,3.0,7.425927431115346,4.125655642792495,1.0,97695.61713872144
5.0,3.0,5.106697195312383,7.628208112311102,2.0,90920.72191992516
18.0,4.0,6.104759809208841,5.559339860880038,1.0,107057.2471969994
28.0,4.0,8.132687469833211,8.277806101438381,3.0,164025.15792736155
5.0,1.0,9.995606613404192,0.5373578872971818,3.0,69371.44304281335
24.0,4.0,4.56505986343723,9.043063607580546,3.0,117821.85154640424
23.0,1.0,9.364344955926455,8.193904449770228,2.0,118051.7716212457
24.0,3.0,4.903700930285066,8.185046961446021,3.0,130717.6356569682
15.0,1.0,7.819997524915143,1.403088393250692,1.0,95720.03498688254
15.0,1.0,5.732230451483068,2.6347287484758564,2.0,113253.86490983648
16.883917525773196,2.0,8.840392252371657,9.802616256852469,1.0,78698.92093948697
20.0,4.0,4.487032016167594,9.502750597321509,0.0,100502.49738027347
3.0,5.0,6.958150012971705,2.265446731894272,0.0,74906.33586694111
33.0,2.0,4.66315219218188,4.329026701564155,2.0,151791.80134745513
27.0,2.0,8.57027401336692,1.5594310752126428,3.0,141151.99812209047
27.0,2.0,9.943686791423827,2.6263817189107685,3.0,137775.54802150748
16.0,5.0,2.433149919259119,1.847284932457015,2.0,101372.64647469572
13.0,5.0,4.743389632072553,5.013634936145981,1.0,79780.03815488647
6.0,2.0,0.8125667976038708,5.794788658980673,0.0,55491.80266635429
21.0,3.0,1.4099544441378908,2.4078569274668995,3.0,110971.44975494272
0.0,2.0,9.291501822455718,9.922404529659856,3.0,103029.37763879138
28.0,1.0,5.436137764909413,5.154397509302787,0.0,137655.8061019854
30.0,1.0,3.951160172260618,3.590943204385595,2.0,142351.24908395545
29.0,5.0,6.714825293075533,9.131621714028071,2.0,129782.34935941476
14.0,1.0,5.601612883201119,6.207461770475181,2.0,115948.12119797678
17.0,3.0195876288659798,2.887177229672257,1.270788191671718,3.0,105157.77102621068
34.0,4.0,2.2661450626019897,4.978204565123608,1.0,126285.97873390227
29.0,2.0,5.902397500091051,4.4107915076245865,2.0295876288659795,121954.01016105308
33.0,4.0,1.882655112114048,7.651320684082408,2.0,130912.33643637852
10.0,4.0,1.39172100772186,6.937776717021659,4.0,114512.31685651404
26.0,2.0,5.01570315036303,3.707913194310189,1.0,100855.2114432851
23.0,4.0,8.613410631434684,4.694793209774957,3.0,131960.75863431947
34.0,3.0,0.3681944092282885,5.187880634736741,4.0,124916.19169724712
7.0,4.0,8.332662536226893,4.224609313451799,2.0,78272.88570280881
17.0,5.0,6.209738362299601,1.0772137403191462,4.0,130503.46889396053
12.0,3.0,0.4037275755698588,9.054458797558713,0.0,94175.29228995432
23.0,2.0,6.020389163882916,6.725599912944668,1.0,138992.20888073312
22.0,2.0,4.260194047523865,4.697202487048829,0.0,108153.66804634364
11.0,3.0,8.411276081053433,5.013634936145981,1.0,85609.93893285308
29.0,2.0,9.071987106630456,2.1316361726518043,2.0295876288659795,128874.07764796368
30.0,5.0,2.864931611976166,5.305563327785804,3.0,141087.63194596043
27.0,1.0,7.841700090561199,7.46027777696816,1.0,113849.77306625874
21.0,1.0,3.0980282932093948,5.336743645135117,1.0,90488.59643907683
27.0,2.0,2.95635457338841,4.806653726566204,2.0,107717.68212189771
12.0,5.0,1.9263834070482777,4.623856704923678,0.0,92250.80441328084
24.0,2.0,5.01570315036303,7.616227932166986,4.0,119221.8338550208
6.0,1.0,2.616854790267693,7.533396695873254,3.0,107057.2471969994
5.0,5.0,4.648583420229205,7.500702279430634,1.0,105305.351633214
23.0,2.0,8.121280874757167,5.013634936145981,2.0,134165.93366848226
18.0,4.0,7.919128417073924,6.178949678652359,1.0,102969.07714628134
18.0,1.0,8.554426092953898,7.789073130097965,2.0295876288659795,99872.24033801418
8.0,1.0,1.6106451330422544,5.618942693636888,0.0,62962.30309717302
28.0,5.0,5.868927622823423,7.7897734843494515,4.0,162222.13629872515
23.0,4.0,9.148398448426976,8.544033983185264,2.0,152073.6358677058
4.0,4.0,0.4205008630204554,1.7389005956056558,3.0,64123.0995792203
25.0,3.0,7.9452677299837156,3.0634082555287643,3.0,144851.4259141508
13.0,1.0,2.4623721418711586,6.013096439545624,1.0,76281.4945604315
28.0,3.0,6.696535952509742,2.896783863467029,2.0,117806.04036678816
5.0,4.0,7.174050440290982,9.413853777708663,4.0,108762.4903408043
6.0,5.0,9.25585158290568,1.941342399319208,3.0,93361.10186020756
17.0,2.0,5.08799422422965,3.5694797788978603,4.0,89946.9728970024
22.0,2.0,8.482311080905431,9.943063025681637,0.0,136519.92971521887
3.0,4.0,4.2054278025731815,4.4881770805770405,4.0,90468.23037882836
34.0,3.0,4.3951892866892415,3.1378229874360377,3.0,127804.32215262372
22.0,5.0,5.3827847584362924,8.097991905492526,3.0,136582.70157457763
26.0,2.0,4.8134047476786,3.04147239546596,3.0,137741.22728420797
25.0,2.0,9.67961520882955,1.6142895454191408,3.0,105719.43248689522
7.0,2.0,0.7853957084807761,9.331351303632204,2.0,106486.3808346732
15.0,3.0,2.6501666192912623,3.1740237618157563,1.0,82357.19832508815
2.0,1.0,9.686287814495442,7.417475305655891,2.0,81960.83951269863
31.0,1.0,4.45302546209029,2.905677252503484,2.0,123432.17823994174
4.0,5.0,5.711574521373851,5.013634936145981,1.0,65105.88161230039
19.0,3.0,0.8102554430845754,8.024121825654976,3.0,115433.59668676036
13.0,1.0,2.840508799624036,0.555819873032265,0.0,65495.55284151798
31.0,4.0,0.3965169866151585,3.3197285703553647,2.0,115203.47347983536
25.0,3.0,1.3750484248778816,7.800816675817673,4.0,111660.2200141326
5.0,2.0,6.333148177882042,5.121375215935554,2.0,102700.1925821836
4.0,2.0,7.636224638532642,6.895738175449045,1.0,102755.2090234958
12.0,3.0,5.01570315036303,0.6681690722218459,2.0,92777.57829075617
31.0,3.0,2.5146438054622533,7.4980999096562435,4.0,147100.29048545603
15.0,3.0,3.3286384160305884,1.7194040559928123,2.0,94154.49306932914
0.0,2.0,5.693983774406574,8.087040361478552,0.0,55723.86130796574
12.0,5.0,0.8368586346794527,5.641747201982676,2.0,86552.12026945586
10.0,1.0,8.067182601888941,7.391618180432623,4.0,92988.06726965442
7.0,3.0,4.832920587088189,2.128326915152432,3.0,89139.07385535372
24.0,3.0195876288659798,9.655075526946383,3.954255064387836,0.0,103373.9057256358
31.0,4.0,1.173160090257099,8.0206933245506,3.0,128803.06497707506
23.0,1.0,1.3329038094189771,9.108044943040236,2.0,114539.25794805535
27.0,1.0,3.4857728411707143,2.2657219529688524,4.0,116974.08997020936
13.0,4.0,2.0676219937868856,7.933936599698136,1.0,115895.58193462485
2.0,4.0,6.965901487942574,1.085551783633818,0.0,73324.58949565582
26.0,3.0195876288659798,9.468104575949372,4.257486615209876,4.0,151351.47170427124
19.0,4.0,0.8990450995511701,9.387196665134054,1.0,98999.79720456952
14.0,4.0,2.4223633311247115,9.45136485687504,0.0,116174.01700259886
26.0,2.0,2.3789814803264497,2.966822020394272,0.0,99586.13865032342
27.0,1.0,5.090730639622123,1.9291340658192249,2.0,98550.06684176164
24.0,5.0,4.520254423987997,1.4948637046353408,1.0,107057.2471969994
32.0,1.0,7.268662062258217,4.808752535709607,0.0,117545.50232920148
13.0,5.0,7.326312208243914,0.9207682621613288,0.0,80407.04152061116
7.0,4.0,5.727544634556142,3.568530524551109,2.0,110848.4799016019
13.0,2.0,5.910222591920124,0.1701111659514353,2.0,81772.69881666842
0.0,1.0,8.423163898864678,2.5939811098426846,3.0,57945.61254457938
15.0,1.0,3.969364377524418,9.002769018957329,3.0,106835.10957762242
17.0,5.0,0.1234294829607751,4.469783933328958,3.0,90627.78733229576
6.0,3.0,2.130302887527576,0.7374544573287922,3.0,78933.09331792347
14.0,1.0,0.353621106882247,6.468367878608991,1.0,72270.30644059076
23.0,4.0,3.934962227990453,9.556335606911649,1.0,127933.976498091
12.0,5.0,3.5783562542966827,4.634076248056685,4.0,83593.16560737525
8.0,1.0,0.9862993453459524,6.242878605077124,4.0,73486.08682545823
14.0,3.0,7.550255908674652,9.194180068275628,3.0,100640.37383968291
34.0,1.0,5.530607340056029,4.190994238959609,3.0,150770.39598604033
23.0,5.0,2.257017056984143,6.645868057777861,1.0,104229.78136781314
32.0,3.0,7.591260758656098,4.407042742780842,3.0,148135.00052766892
15.0,2.0,6.679311920419954,9.621309765256946,3.0,106277.93174520507
7.0,1.0,1.9159513979887897,5.038015729721517,1.0,72083.02469835733
16.883917525773196,3.0,9.828883306396111,8.856528947594306,0.0,122485.13199883356
22.0,4.0,1.77426065855527,5.071984984450041,1.0,131836.97365320745
30.0,5.0,7.7170026395828355,6.683860827949325,3.0,135261.48846408594
13.0,3.0,9.682864831101112,3.861414871915149,1.0,87204.28951563855
29.0,5.0,7.255021802116648,9.175550667262245,4.0,161830.09610202437
26.0,2.0,6.657770693501821,6.4694214698839385,0.0,121734.04567446452
16.883917525773196,5.0,9.03321446818738,0.199123298835776,0.0,99743.18143075774
5.0,2.0,2.6913219388567224,0.1564117351623983,0.0,52457.53137625864
32.0,1.0,2.771557504658184,6.761775183937343,1.0,150204.25750679517
17.0,1.0,6.411603887043883,1.1426886226770203,4.0,92093.58559137736
15.0,1.0,8.821377796915478,7.161644126998665,2.0,130784.91428826629
11.0,4.0,6.173741483635674,3.220167797843189,4.0,103126.42713402772
28.0,4.0,2.229023093667527,1.7439958753360685,3.0,143929.69441664263
29.0,4.0,8.258796028577128,2.462217984046444,4.0,136548.75866243828
25.0,2.0,9.27263648251184,4.369177513445669,1.0,114088.611409921
21.0,1.0,4.270023979524242,6.654775772220369,0.0,106098.96111793267
32.0,4.0,9.619825267323298,1.5573163663758385,4.0,147855.06590547552
28.0,5.0,2.021476204555792,2.8128313578664588,4.0,121545.40661286347
21.0,2.0,9.528339332627564,2.0696240189090065,2.0,128450.52843379718
12.0,1.0,9.028080594556858,8.626743087804526,2.0,107355.22989514862
8.0,4.0,0.6614587216275658,6.4800649346249255,3.0,112574.15549993822
23.0,4.0,5.213316080224364,4.684957368580682,2.0,105431.0248646158
14.0,2.0,5.28839051497057,9.469430542162833,3.0,99634.93962404491
12.0,2.0,0.5697342689982732,7.358262953931009,1.0,79457.61048938744
26.0,2.0,0.3953116010747937,9.322261136799398,0.0,123833.60146172252
6.0,1.0,0.050967808145409,5.975929602257527,2.0,67922.70083690532
7.0,4.0,5.245088434188984,1.3805691129120925,1.0,101246.34907526246
13.0,5.0,5.01570315036303,6.754271064452233,0.0,94013.26352856364
11.0,5.0,9.40460193556391,2.014911606568517,1.0,82730.14727275103
16.0,5.0,3.42306315858101,3.4596859166773584,1.0,90890.4336725724
28.0,2.0,6.5822739553135055,5.096179338129021,1.0,112040.02340292478
26.0,2.0,0.0756341464060739,1.5736598206170072,1.0,110863.3773142342
0.0,2.0,6.635384458002301,0.207813828494483,2.0,77899.87396508125
33.0,1.0,9.134600240269116,3.2708593987069823,2.0295876288659795,143887.42319009418
3.0,4.0,3.5476795666505776,8.24315769088452,1.0,68533.45030298068
23.0,5.0,3.140571017836256,0.1537996120827212,0.0,121879.985576882
20.0,4.0,6.2602986487255,1.0943393319461348,2.0,112051.49110958554
32.0,5.0,3.2855206545748628,8.068548567367182,2.0,132612.83407492255
6.0,4.0,4.024183754765112,3.058517029500241,1.0,97405.64468058194
0.0,3.0195876288659798,2.731165408632873,9.382135144809826,1.0,83850.00955857163
2.0,1.0,5.01570315036303,3.802441429922984,0.0,52363.47087969731
14.0,5.0,6.794106124311277,7.967039290844493,4.0,109794.40286066552
30.0,3.0,9.223751864261848,2.5878984126215467,2.0,122471.35869850764
15.0,5.0,5.831154757159666,0.6183123841550697,1.0,115730.0600780492
9.0,1.0,5.01570315036303,8.81554485714251,3.0,75273.615386179
28.0,4.0,2.638925617987634,9.272964756495757,3.0,107057.2471969994
5.0,5.0,9.522385286524496,7.080996579892183,1.0,80106.033394062
28.0,4.0,9.10321763830103,7.700678235961453,3.0,134386.7540160053
16.0,2.0,1.1564723960055212,0.0712762009190071,0.0,69411.7084146649
21.0,1.0,9.084170630673276,7.538235176598058,4.0,143983.56578351714
23.0,1.0,9.645290230389204,4.7219638688882695,3.0,125449.72137285152
16.0,5.0,5.01570315036303,4.527904546142578,0.0,88074.37391779597
20.0,4.0,7.010068094032675,5.400699204704211,3.0,107057.2471969994
10.0,3.0,5.599824155136297,2.7121021620954933,0.0,99517.41162019398
6.0,4.0,3.370496585507788,6.962885548109021,0.0,94825.77161918148
16.883917525773196,4.0,1.5333578091852007,2.955888720270078,1.0,72589.01643245431
20.0,4.0,3.669202241054469,5.586066379673802,2.0,123012.13143372486
17.0,4.0,9.277965714385124,1.3692722881153496,0.0,90643.57969819558
34.0,4.0,8.112483755733463,6.750756351168009,3.0,140569.3021432055
19.0,5.0,3.306745306429044,1.8961276455496543,1.0,118381.76992371278
14.0,5.0,5.4767535201082,1.7041398574808586,2.0,106179.0256984866
4.0,3.0,4.059616787095814,0.2428316236936667,4.0,66545.63075828756
12.0,1.0,4.662378479928111,1.2178577576981464,0.0,84891.78970911317
11.0,1.0,7.612106860055016,2.325702450789328,0.0,69135.9619226952
20.0,3.0,5.430062009508604,2.2230936068942606,2.0,122846.85559311204
5.0,4.0,1.810444634117916,3.276714292783325,1.0,78900.83608047855
6.0,2.0,2.6903562780453907,0.5441641807711983,4.0,77596.84288832797
16.883917525773196,5.0,5.677938618776023,9.351980185199334,2.0,136248.94669253967
7.0,3.0,6.928195599291995,1.191758793476847,4.0,91758.5564179184
8.0,1.0,5.081204273825791,7.01963878962005,2.0,71772.24636548899
26.0,4.0,6.202105323411951,5.350731698495342,1.0,120877.39022642146
3.0,4.0,7.893769515754798,5.527888049141447,2.0295876288659795,77779.24583214664
20.0,4.0,5.453919162080618,1.0551682552076649,2.0,95581.22340444848
30.0,2.0,9.771914500522993,2.432149421614598,3.0,132757.91422149466
20.0,3.0,2.355686518027235,7.798812944685589,2.0,119072.75891029024
24.0,5.0,9.196882503900536,5.013634936145981,0.0,128491.73908232276
14.0,5.0,2.476597947973578,4.570678172870574,1.0,116610.9652455204
34.0,5.0,5.3164457643370175,5.459117959561343,0.0,125872.2652363824
27.0,4.0,4.559067708026098,4.338058885092321,4.0,120225.78286686154
13.0,1.0,3.728832691194049,8.061359310614362,3.0,96667.4387967802
3.0,4.0,9.627346686008242,7.487051978887123,4.0,86751.36874111812
19.0,4.0,2.723015608659902,3.170042168611793,3.0,126655.57109925844
33.0,2.0,6.748691043430616,8.120811131217028,3.0,134425.6643370904
11.0,4.0,8.0406857201281,5.186064301279183,1.0,113095.51276275668
32.0,4.0,1.970068456093681,6.277368332366271,4.0,160419.8556738231
23.0,2.0,9.73152926405532,8.661758318928158,0.0,140555.6930684882
19.0,4.0,5.466404757057994,4.759932492454056,0.0,90779.93758122071
4.0,3.0,9.144906616130566,7.562603625528578,3.0,89992.24429189411
29.0,3.0,6.638810596638406,6.280873591050443,3.0,125061.1705669431
23.0,3.0,6.494268507767726,4.267449412975494,3.0,130348.82023627228
6.0,2.0,3.455860892401832,7.890483663779525,4.0,82460.54914603637
15.0,5.0,7.705901434260879,1.0515911787021923,4.0,99963.70785352618
14.0,3.0,0.2978631719987767,5.81220217308148,2.0,81525.36049983329
22.0,1.0,5.558204821197654,0.4641075737245548,0.0,98663.1471513839
11.0,1.0,0.3213906320343473,1.5616912775467329,3.0,65859.72699663785
28.0,4.0,3.068718727788222,5.988736374111326,4.0,135111.50261872011
14.0,3.0195876288659798,0.9629578021149,3.0760669659944995,2.0,109258.84889006669
28.0,4.0,9.115910283511075,2.624749887463456,3.0,157671.79112688443
14.0,1.0,6.68510616874164,3.659056228887729,4.0,101854.6937310819
13.0,2.0,8.511284242910621,5.647414702258064,3.0,124146.63634719048
15.0,5.0,7.3303247526245565,5.342487712778688,1.0,92438.10370182247
14.0,4.0,1.2419557614735932,0.6201842313798334,1.0,87603.05301368829
